Unnamed: 0,No.,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Concentration (g/L),Viability (%),Coat,Animal,Cell_organ,Test,Electronegativity,dataset
2108,ID_2299,TiO2,38.0,-17.6,HAEC,No,5.456203106556183e-09,97.64,Uncoated,human,aorta,CytoTox-One™,2.81,Small
2109,ID_2300,TiO2,38.0,-17.6,HAEC,No,1.091240621311237e-08,96.0,Uncoated,human,aorta,CytoTox-One™,2.81,Small
2110,ID_2303,TiO2,160.5,-27.8,AGS,Yes,2.172388338752741e-09,101.6,Uncoated,human,stomach,MTS,2.81,Small
2111,ID_2304,TiO2,5.0,-17.6,SH-SY5Y,Yes,0.1,162.02,Uncoated,human,bone marrow,MTT,2.81,Small
2112,ID_2305,TiO2,38.0,-17.6,HAEC,No,1.091240621311237e-09,103.64,Uncoated,human,aorta,CellTiterGlo,2.81,Small
2113,ID_2306,TiO2,6.0,-17.6,SIRC,No,0.01,94.42,Uncoated,rabbit,cornea,MTT,2.81,Small
2114,ID_2307,TiO2,6.0,-17.6,SIRC,No,0.0125,93.23,Uncoated,rabbit,cornea,MTT,2.81,Small
2115,ID_2308,TiO2,6.0,-17.6,SIRC,No,0.025,92.05,Uncoated,rabbit,cornea,MTT,2.81,Small
2116,ID_2309,TiO2,6.0,-17.6,SIRC,No,0.05,89.34,Uncoated,rabbit,cornea,MTT,2.81,Small
2117,ID_2310,TiO2,6.0,-17.6,SIRC,No,0.1,87.31,Uncoated,rabbit,cornea,MTT,2.81,Small
2118,ID_2311,TiO2,50.0,-17.6,A431,Yes,0.08,77.51,Uncoated,human,skin,NRU,2.81,Small
2119,ID_2312,TiO2,60.0,-17.6,THP-1,Yes,0.05,44.9,Uncoated,human,blood,MTT,2.81,Small
2120,ID_2313,TiO2,50.0,-17.6,A431,Yes,0.08,80.47,Uncoated,human,skin,MTT,2.81,Small
2121,ID_2314,TiO2,38.0,-17.6,HAEC,No,5.456203106556183e-09,90.0,Uncoated,human,aorta,ApoTox-Glo™ Triplex,2.81,Small
2122,ID_2315,TiO2,24.59,-17.6,Caco-2,Yes,0.01,64.71,Uncoated,human,colon,MTT,2.81,Small
2123,ID_2317,TiO2,6.0,-17.6,SIRC,No,0.001,98.31,Uncoated,rabbit,cornea,MTT,2.81,Small
2124,ID_2318,TiO2,150.0,-17.6,Fibroblasts,No,8.891960682545211e-11,93.48,Uncoated,human,skin,MTS,2.81,Small
2125,ID_2319,TiO2,60.0,-17.6,THP-1,Yes,0.001,87.47,Uncoated,human,blood,MTT,2.81,Small
2126,ID_2320,TiO2,60.0,-17.6,THP-1,Yes,0.02,51.77,Uncoated,human,blood,MTT,2.81,Small
2127,ID_2321,TiO2,170.0,-17.6,RAW 264.7,Yes,7.31266705140527e-10,131.11,Uncoated,mouse,blood,WST-1,2.81,Small
2128,ID_2323,TiO2,170.0,-17.6,RAW 264.7,Yes,1.462533410281054e-09,147.13,Uncoated,mouse,blood,WST-1,2.81,Small
2129,ID_2324,TiO2,170.0,-17.6,RAW 264.7,Yes,1.828166762851317e-11,21.19,Uncoated,mouse,blood,LDH,2.81,Small
2130,ID_2325,TiO2,170.0,-17.6,RAW 264.7,Yes,9.140833814256588e-11,20.07,Uncoated,mouse,blood,LDH,2.81,Small
2131,ID_2326,TiO2,170.0,-17.6,RAW 264.7,Yes,1.828166762851318e-10,19.7,Uncoated,mouse,blood,LDH,2.81,Small
2132,ID_2327,TiO2,100.0,-17.6,Lymphocyte,No,5.987855537259018e-09,92.59,Uncoated,human,blood,Resazurin,2.81,Small
2133,ID_2329,TiO2,38.0,-17.6,HAEC,No,2.182481242622473e-08,84.55,Uncoated,human,aorta,ApoTox-Glo™ Triplex,2.81,Small
2134,ID_2330,TiO2,50.0,-17.6,A431,Yes,0.0008,88.33,Uncoated,human,skin,NRU,2.81,Small
2135,ID_2331,TiO2,50.0,-17.6,A431,Yes,0.08,68.22,Uncoated,human,skin,MTT,2.81,Small
2136,ID_2332,TiO2,60.0,-17.6,THP-1,Yes,0.01,61.2,Uncoated,human,blood,MTT,2.81,Small
2137,ID_2333,TiO2,50.0,-17.6,A431,Yes,8e-06,98.75,Uncoated,human,skin,NRU,2.81,Small
2138,ID_2334,TiO2,50.0,-17.6,A431,Yes,0.0008,92.26,Uncoated,human,skin,NRU,2.81,Small
2139,ID_2335,TiO2,50.0,-17.6,A431,Yes,0.008,91.67,Uncoated,human,skin,NRU,2.81,Small
2140,ID_2336,TiO2,50.0,-17.6,A431,Yes,0.08,90.3,Uncoated,human,skin,NRU,2.81,Small
2141,ID_2337,TiO2,50.0,-17.6,A431,Yes,8e-06,97.57,Uncoated,human,skin,NRU,2.81,Small
2142,ID_2338,TiO2,50.0,-17.6,A431,Yes,8e-05,93.84,Uncoated,human,skin,NRU,2.81,Small
2143,ID_2339,TiO2,50.0,-17.6,A431,Yes,0.008,85.38,Uncoated,human,skin,NRU,2.81,Small
2144,ID_2341,TiO2,50.0,-17.6,A431,Yes,0.008,83.44,Uncoated,human,skin,MTT,2.81,Small
2145,ID_2343,TiO2,50.0,-17.6,A431,Yes,0.0008,88.34,Uncoated,human,skin,MTT,2.81,Small
2146,ID_2344,TiO2,50.0,-17.6,A431,Yes,8e-06,98.66,Uncoated,human,skin,MTT,2.81,Small
2147,ID_2345,TiO2,50.0,-17.6,A431,Yes,8e-05,99.34,Uncoated,human,skin,NRU,2.81,Small
2148,ID_2346,TiO2,81.8,-17.6,Caco-2,Yes,0.03,46.83,Uncoated,human,colon,MTT,2.81,Small
2149,ID_2347,TiO2,11.69,-17.6,LLC-PK1,No,5.72731585708328e-06,97.76,Uncoated,pig,kidney,WST-1,2.81,Small
2150,ID_2348,TiO2,21.0,-17.6,AGS,Yes,0.02,105.23,Uncoated,human,stomach,MTS,2.81,Small
2151,ID_2349,TiO2,160.5,-27.8,AGS,Yes,5.79303557000731e-10,103.2,Uncoated,human,stomach,MTS,2.81,Small
2152,ID_2350,TiO2,160.5,-27.8,AGS,Yes,5.79303557000731e-10,110.4,Uncoated,human,stomach,MTS,2.81,Small
2153,ID_2351,TiO2,160.5,-27.8,AGS,Yes,8.689553355010964e-10,104.0,Uncoated,human,stomach,MTS,2.81,Small
2154,ID_2352,TiO2,160.5,-27.8,AGS,Yes,8.689553355010964e-10,134.4,Uncoated,human,stomach,MTS,2.81,Small
2155,ID_2353,TiO2,160.5,-27.8,AGS,Yes,8.689553355010964e-10,109.6,Uncoated,human,stomach,MTS,2.81,Small
2156,ID_2354,TiO2,160.5,-27.8,AGS,Yes,1.158607114001462e-09,107.2,Uncoated,human,stomach,MTS,2.81,Small
2157,ID_2355,TiO2,35.0,-17.6,A549,Yes,6.982921909339963e-08,86.72,Uncoated,human,lung,ATP,2.81,Small
2158,ID_2356,TiO2,35.0,-17.6,A549,Yes,1.396584381867993e-07,78.52,Uncoated,human,lung,ATP,2.81,Small
2159,ID_2357,TiO2,35.0,-17.6,A549,Yes,2.793168763735985e-07,69.53,Uncoated,human,lung,ATP,2.81,Small
2160,ID_2358,TiO2,35.0,-17.6,A549,Yes,4.189753145603979e-07,56.64,Uncoated,human,lung,ATP,2.81,Small
2161,ID_2359,TiO2,100.0,-17.6,Lymphocyte,No,1.496963884314754e-09,56.0,Uncoated,human,blood,MTT,2.81,Small
2162,ID_2360,TiO2,160.5,-27.8,AGS,Yes,2.896517785003655e-10,135.2,Uncoated,human,stomach,MTS,2.81,Small
2163,ID_2361,TiO2,100.0,-17.6,Lymphocyte,No,2.993927768629509e-09,68.0,Uncoated,human,blood,MTT,2.81,Small
2164,ID_2362,TiO2,35.0,-17.6,A549,Yes,4.189753145603979e-07,68.59,Uncoated,human,lung,WST-8,2.81,Small
2165,ID_2363,TiO2,100.0,-17.6,Lymphocyte,No,1.496963884314754e-09,72.0,Uncoated,human,blood,WST-1,2.81,Small
2166,ID_2365,TiO2,11.69,-17.6,IP15,No,5.72731585708328e-06,90.58,Uncoated,human,kidney,WST-1,2.81,Small
2167,ID_2366,TiO2,21.0,-17.6,AGS,Yes,0.04,103.08,Uncoated,human,stomach,MTS,2.81,Small
2168,ID_2367,TiO2,24.59,-17.6,Caco-2,Yes,0.1,11.43,Uncoated,human,colon,MTT,2.81,Small
2169,ID_2368,TiO2,24.59,-17.6,A549,Yes,0.01,64.7,Uncoated,human,lung,MTT,2.81,Small
2170,ID_2369,TiO2,15.84,-17.6,Caco-2,Yes,0.01,60.52,Uncoated,human,colon,MTT,2.81,Small
2171,ID_2370,TiO2,15.84,-17.6,Caco-2,Yes,0.06,15.11,Uncoated,human,colon,MTT,2.81,Small
2172,ID_2371,TiO2,15.84,-17.6,Caco-2,Yes,0.1,6.0,Uncoated,human,colon,MTT,2.81,Small
2173,ID_2372,TiO2,24.59,-17.6,Caco-2,Yes,0.0001,90.72,Uncoated,human,colon,MTT,2.81,Small
2174,ID_2373,TiO2,100.0,-17.6,Lymphocyte,No,5.987855537259018e-09,62.0,Uncoated,human,blood,MTT,2.81,Small
2175,ID_2374,TiO2,24.59,-17.6,Caco-2,Yes,0.003,78.39,Uncoated,human,colon,MTT,2.81,Small
2176,ID_2375,TiO2,160.5,-27.8,AGS,Yes,1.448258892501828e-09,118.4,Uncoated,human,stomach,MTS,2.81,Small
2177,ID_2377,TiO2,420.7,-9.96,AGS,Yes,1.206271416553471e-10,108.06,Uncoated,human,stomach,MTS,2.81,Small
2178,ID_2378,TiO2,81.8,-17.6,Caco-2,Yes,0.1,15.84,Uncoated,human,colon,MTT,2.81,Small
2179,ID_2379,TiO2,420.7,-9.96,AGS,Yes,1.206271416553471e-10,127.48,Uncoated,human,stomach,MTS,2.81,Small
2180,ID_2380,TiO2,420.7,-9.96,AGS,Yes,1.206271416553471e-10,99.78,Uncoated,human,stomach,MTS,2.81,Small
2181,ID_2382,TiO2,100.0,-17.6,Lymphocyte,No,1.496963884314754e-09,108.0,Uncoated,human,blood,NR,2.81,Small
2182,ID_2383,TiO2,100.0,-17.6,Lymphocyte,No,1.496963884314754e-09,92.13,Uncoated,human,blood,Live/Dead,2.81,Small
2183,ID_2385,TiO2,100.0,-17.6,Lymphocyte,No,2.993927768629509e-09,61.0,Uncoated,human,blood,WST-1,2.81,Small
2184,ID_2386,TiO2,100.0,-17.6,Lymphocyte,No,2.993927768629509e-09,88.62,Uncoated,human,blood,Live/Dead,2.81,Small
2185,ID_2387,TiO2,100.0,-17.6,Lymphocyte,No,2.993927768629509e-09,125.0,Uncoated,human,blood,NR,2.81,Small
2186,ID_2388,TiO2,160.5,-27.8,AGS,Yes,1.737910671002193e-09,94.4,Uncoated,human,stomach,MTS,2.81,Small
2187,ID_2390,TiO2,160.5,-27.8,AGS,Yes,1.448258892501828e-09,98.4,Uncoated,human,stomach,MTS,2.81,Small
2188,ID_2391,TiO2,160.5,-27.8,AGS,Yes,2.896517785003655e-10,104.8,Uncoated,human,stomach,MTS,2.81,Small
2189,ID_2392,TiO2,160.5,-27.8,AGS,Yes,1.448258892501828e-09,139.2,Uncoated,human,stomach,MTS,2.81,Small
2190,ID_2394,TiO2,420.7,-9.96,AGS,Yes,6.433447554951843e-11,113.38,Uncoated,human,stomach,MTS,2.81,Small
2191,ID_2395,TiO2,420.7,-9.96,AGS,Yes,6.433447554951843e-11,120.27,Uncoated,human,stomach,MTS,2.81,Small
2192,ID_2396,TiO2,420.7,-9.96,AGS,Yes,4.825085666213883e-11,107.06,Uncoated,human,stomach,MTS,2.81,Small
2193,ID_2397,TiO2,100.0,-17.6,Lymphocyte,No,5.987855537259018e-09,92.93,Uncoated,human,blood,Live/Dead,2.81,Small
2194,ID_2398,TiO2,160.5,-27.8,AGS,Yes,1.158607114001462e-09,128.8,Uncoated,human,stomach,MTS,2.81,Small
2195,ID_2399,TiO2,24.59,-17.6,Caco-2,Yes,0.03,41.17,Uncoated,human,colon,MTT,2.81,Small
2196,ID_2400,TiO2,160.5,-27.8,AGS,Yes,5.79303557000731e-10,132.0,Uncoated,human,stomach,MTS,2.81,Small
2197,ID_2401,TiO2,81.8,-17.6,Caco-2,Yes,0.0001,91.63,Uncoated,human,colon,MTT,2.81,Small
2198,ID_2402,TiO2,81.8,-17.6,A549,Yes,0.0001,93.15,Uncoated,human,lung,MTT,2.81,Small
2199,ID_2403,TiO2,81.8,-17.6,A549,Yes,0.003,90.2,Uncoated,human,lung,MTT,2.81,Small
2200,ID_2404,TiO2,81.8,-17.6,A549,Yes,0.01,76.5,Uncoated,human,lung,MTT,2.81,Small
2201,ID_2405,TiO2,81.8,-17.6,A549,Yes,0.03,57.4,Uncoated,human,lung,MTT,2.81,Small
2202,ID_2406,TiO2,42.3,-17.6,Hepatocytes,No,0.05,93.33,Uncoated,catfish,liver,MTT,2.81,Small
2203,ID_2407,TiO2,42.3,-17.6,Hepatocytes,No,0.2,96.95,Uncoated,catfish,liver,MTT,2.81,Small
2204,ID_2408,TiO2,11.69,-17.6,IP15,No,1.145463171416656e-05,83.41,Uncoated,human,kidney,WST-1,2.81,Small
2205,ID_2409,TiO2,25.0,-17.6,AGS,Yes,0.12,119.44,Uncoated,human,stomach,MTS,2.81,Small
2206,ID_2410,TiO2,25.0,-17.6,HUVEC,No,0.00625,98.56,Uncoated,human,umbilical vein,CCK-8,2.81,Small
2207,ID_2411,TiO2,25.0,-17.6,AGS,Yes,0.12,125.32,Uncoated,human,stomach,MTS,2.81,Small
2208,ID_2412,TiO2,25.0,-17.6,AGS,Yes,0.15,108.95,Uncoated,human,stomach,MTS,2.81,Small
2209,ID_2413,TiO2,25.0,-17.6,AGS,Yes,0.02,98.47,Uncoated,human,stomach,MTS,2.81,Small
2210,ID_2414,TiO2,25.0,-17.6,AGS,Yes,0.04,103.32,Uncoated,human,stomach,MTS,2.81,Small
2211,ID_2415,TiO2,25.0,-17.6,AGS,Yes,0.06,106.65,Uncoated,human,stomach,MTS,2.81,Small
2212,ID_2417,TiO2,25.0,-17.6,AGS,Yes,0.1,116.11,Uncoated,human,stomach,MTS,2.81,Small
2213,ID_2418,TiO2,25.0,-17.6,AGS,Yes,0.15,127.62,Uncoated,human,stomach,MTS,2.81,Small
2214,ID_2419,TiO2,81.8,-17.6,Caco-2,Yes,0.06,31.67,Uncoated,human,colon,MTT,2.81,Small
2215,ID_2420,TiO2,25.0,-17.6,AGS,Yes,0.02,112.79,Uncoated,human,stomach,MTS,2.81,Small
2216,ID_2421,TiO2,25.0,-17.6,AGS,Yes,0.04,113.81,Uncoated,human,stomach,MTS,2.81,Small
2217,ID_2424,TiO2,25.0,-17.6,AGS,Yes,0.1,121.48,Uncoated,human,stomach,MTS,2.81,Small
2218,ID_2425,TiO2,24.59,-17.6,Caco-2,Yes,0.06,20.61,Uncoated,human,colon,MTT,2.81,Small
2219,ID_2426,TiO2,25.0,-17.6,AGS,Yes,0.15,100.51,Uncoated,human,stomach,MTS,2.81,Small
2220,ID_2427,TiO2,24.59,-17.6,A549,Yes,0.1,8.6,Uncoated,human,lung,MTT,2.81,Small
2221,ID_2428,TiO2,24.59,-17.6,A549,Yes,0.06,16.6,Uncoated,human,lung,MTT,2.81,Small
2222,ID_2429,TiO2,25.0,-17.6,AGS,Yes,0.12,124.3,Uncoated,human,stomach,MTS,2.81,Small
2223,ID_2430,TiO2,42.3,-17.6,Hepatocytes,No,0.025,100.19,Uncoated,catfish,liver,MTT,2.81,Small
2224,ID_2431,TiO2,24.59,-17.6,A549,Yes,0.03,30.61,Uncoated,human,lung,MTT,2.81,Small
2225,ID_2432,TiO2,81.8,-17.6,Caco-2,Yes,0.003,87.56,Uncoated,human,colon,MTT,2.81,Small
2226,ID_2433,TiO2,81.8,-17.6,Caco-2,Yes,0.01,78.73,Uncoated,human,colon,MTT,2.81,Small
2227,ID_2434,TiO2,15.84,-17.6,Caco-2,Yes,0.03,26.4,Uncoated,human,colon,MTT,2.81,Small
2228,ID_2435,TiO2,24.59,-17.6,A549,Yes,0.003,80.28,Uncoated,human,lung,MTT,2.81,Small
2229,ID_2436,TiO2,24.59,-17.6,A549,Yes,0.0001,91.5,Uncoated,human,lung,MTT,2.81,Small
2230,ID_2437,TiO2,15.84,-17.6,A549,Yes,0.1,5.51,Uncoated,human,lung,MTT,2.81,Small
2231,ID_2438,TiO2,42.3,-17.6,HepG2,Yes,0.2,103.17,Uncoated,human,liver,MTT,2.81,Small
2232,ID_2439,TiO2,21.0,-17.6,AGS,Yes,0.06,134.15,Uncoated,human,stomach,MTS,2.81,Small
2233,ID_2440,TiO2,15.84,-17.6,Caco-2,Yes,0.003,75.45,Uncoated,human,colon,MTT,2.81,Small
2234,ID_2441,TiO2,81.8,-17.6,A549,Yes,0.1,11.51,Uncoated,human,lung,MTT,2.81,Small
2235,ID_2442,TiO2,42.3,-17.6,Hepatocytes,No,0.1,120.38,Uncoated,catfish,liver,MTT,2.81,Small
2236,ID_2443,TiO2,15.84,-17.6,Caco-2,Yes,0.0001,87.56,Uncoated,human,colon,MTT,2.81,Small
2237,ID_2444,TiO2,50.0,-17.6,A431,Yes,0.008,74.95,Uncoated,human,skin,NRU,2.81,Small
2238,ID_2445,TiO2,50.0,-17.6,A431,Yes,0.0008,85.77,Uncoated,human,skin,NRU,2.81,Small
2239,ID_2446,TiO2,50.0,-17.6,A431,Yes,8e-06,99.88,Uncoated,human,skin,MTT,2.81,Small
2240,ID_2448,TiO2,50.0,-17.6,A431,Yes,0.0008,96.91,Uncoated,human,skin,MTT,2.81,Small
2241,ID_2449,TiO2,50.0,-17.6,A431,Yes,0.008,95.33,Uncoated,human,skin,MTT,2.81,Small
2242,ID_2450,TiO2,50.0,-17.6,A431,Yes,0.08,93.06,Uncoated,human,skin,MTT,2.81,Small
2243,ID_2452,TiO2,21.0,-17.6,AGS,Yes,0.06,109.54,Uncoated,human,stomach,MTS,2.81,Small
2244,ID_2453,TiO2,81.8,-17.6,A549,Yes,0.06,37.61,Uncoated,human,lung,MTT,2.81,Small
2245,ID_2454,TiO2,50.0,-17.6,A431,Yes,8e-06,97.61,Uncoated,human,skin,MTT,2.81,Small
2246,ID_2455,ZnO,90.0,-26.0,HepG2,Yes,0.008,95.75,Uncoated,human,liver,MTT,2.54,Small
2247,ID_2456,ZnO,90.0,-26.0,HepG2,Yes,0.016,79.91,Uncoated,human,liver,MTT,2.54,Small
2248,ID_2457,ZnO,20.0,-26.0,HepG2,Yes,0.08,24.89,Uncoated,human,liver,MTT,2.54,Small
2249,ID_2458,ZnO,20.0,-26.0,HepG2,Yes,0.04,40.56,Uncoated,human,liver,MTT,2.54,Small
2250,ID_2459,ZnO,90.0,-26.0,HepG2,Yes,0.004,99.56,Uncoated,human,liver,MTT,2.54,Small
2251,ID_2460,ZnO,90.0,-26.0,HepG2,Yes,0.04,48.68,Uncoated,human,liver,MTT,2.54,Small
2252,ID_2461,ZnO,90.0,-26.0,HepG2,Yes,0.08,29.47,Uncoated,human,liver,MTT,2.54,Small
2253,ID_2462,ZnO,90.0,-26.0,HepG2,Yes,0.16,23.61,Uncoated,human,liver,MTT,2.54,Small
2254,ID_2463,ZnO,40.44,-26.0,Ana-1,No,0.02,67.17,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2255,ID_2464,ZnO,20.0,-26.0,HepG2,Yes,0.016,68.96,Uncoated,human,liver,MTT,2.54,Small
2256,ID_2465,ZnO,20.0,-26.0,HepG2,Yes,0.16,21.67,Uncoated,human,liver,MTT,2.54,Small
2257,ID_2466,ZnO,18.76,-26.0,Ana-1,No,0.02,67.73,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2258,ID_2467,ZnO,60.21,-26.0,Ana-1,No,0.0025,96.81,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2259,ID_2468,ZnO,173.48,-26.0,Ana-1,No,0.1,35.08,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2260,ID_2470,ZnO,173.48,-26.0,Ana-1,No,0.04,48.59,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2261,ID_2471,ZnO,18.76,-26.0,Ana-1,No,0.01,79.36,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2262,ID_2472,ZnO,18.76,-26.0,Ana-1,No,0.005,83.68,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2263,ID_2473,ZnO,18.76,-26.0,Ana-1,No,0.0025,90.81,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2264,ID_2474,ZnO,40.44,-26.0,Ana-1,No,0.1,34.52,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2265,ID_2475,ZnO,40.44,-26.0,Ana-1,No,0.08,33.02,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2266,ID_2476,ZnO,40.44,-26.0,Ana-1,No,0.04,40.9,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2267,ID_2477,ZnO,20.0,-26.0,HepG2,Yes,0.004,98.1,Uncoated,human,liver,MTT,2.54,Small
2268,ID_2478,ZnO,200.0,-26.0,HepG2,Yes,0.08,60.23,Uncoated,human,liver,MTT,2.54,Small
2269,ID_2479,ZnO,90.0,-26.0,Caco-2,Yes,0.025,25.73,Uncoated,human,colon,CCK-8,2.54,Small
2270,ID_2480,ZnO,75.0,-26.0,Lymphocyte,No,0.125,95.03,Uncoated,human,blood,MTT,2.54,Small
2271,ID_2481,ZnO,94.5,-26.0,THP-1,Yes,0.04,36.96,Uncoated,human,blood,MTT,2.54,Small
2272,ID_2482,ZnO,40.44,-26.0,Ana-1,No,0.01,85.74,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2273,ID_2483,ZnO,94.5,-26.0,L-132,Yes,0.05,29.49,Uncoated,human,lung,MTT,2.54,Small
2274,ID_2484,ZnO,94.5,-26.0,L-132,Yes,0.005,94.71,Uncoated,human,lung,MTT,2.54,Small
2275,ID_2485,ZnO,20.0,-26.0,HFL1,No,1.5,28.49,Uncoated,human,lung,MTT,2.54,Small
2276,ID_2486,ZnO,20.0,-26.0,HFL1,No,1.0,31.47,Uncoated,human,lung,MTT,2.54,Small
2277,ID_2487,ZnO,20.0,-26.0,HFL1,No,0.75,39.66,Uncoated,human,lung,MTT,2.54,Small
2278,ID_2488,ZnO,20.0,-26.0,HFL1,No,0.5,43.95,Uncoated,human,lung,MTT,2.54,Small
2279,ID_2489,ZnO,20.0,-26.0,HFL1,No,0.25,59.78,Uncoated,human,lung,MTT,2.54,Small
2280,ID_2490,ZnO,94.5,-26.0,L-132,Yes,0.025,73.56,Uncoated,human,lung,MTT,2.54,Small
2281,ID_2491,ZnO,45.3,-26.0,HCMEC,No,0.1,21.64,Uncoated,human,heart,MTT,2.54,Small
2282,ID_2492,ZnO,20.0,-26.0,HepG2,Yes,0.008,87.41,Uncoated,human,liver,MTT,2.54,Small
2283,ID_2493,ZnO,94.5,-26.0,THP-1,Yes,0.1,21.07,Uncoated,human,blood,MTT,2.54,Small
2284,ID_2494,ZnO,45.3,-26.0,HCMEC,No,1e-06,92.13,Uncoated,human,heart,MTT,2.54,Small
2285,ID_2495,ZnO,60.21,-26.0,Ana-1,No,0.04,40.52,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2286,ID_2496,ZnO,75.0,-26.0,Lymphocyte,No,0.25,106.05,Uncoated,human,blood,MTT,2.54,Small
2287,ID_2497,ZnO,75.0,-26.0,Lymphocyte,No,0.5,74.76,Uncoated,human,blood,MTT,2.54,Small
2288,ID_2498,ZnO,75.0,-26.0,Lymphocyte,No,0.125,91.3,Uncoated,human,blood,Live/Dead,2.54,Small
2289,ID_2499,ZnO,75.0,-26.0,Lymphocyte,No,0.25,90.26,Uncoated,human,blood,Live/Dead,2.54,Small
2290,ID_2500,ZnO,75.0,-26.0,Lymphocyte,No,0.5,78.96,Uncoated,human,blood,Live/Dead,2.54,Small
2291,ID_2501,ZnO,75.0,-26.0,Lymphocyte,No,1.0,65.56,Uncoated,human,blood,Live/Dead,2.54,Small
2292,ID_2502,ZnO,60.21,-26.0,Ana-1,No,0.02,68.48,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2293,ID_2503,ZnO,60.21,-26.0,Ana-1,No,0.01,81.61,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2294,ID_2504,ZnO,60.21,-26.0,Ana-1,No,0.005,92.5,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2295,ID_2505,ZnO,45.3,-26.0,HCMEC,No,0.02,42.62,Uncoated,human,heart,MTT,2.54,Small
2296,ID_2506,ZnO,45.3,-26.0,HCMEC,No,1e-06,95.72,Uncoated,human,heart,MTT,2.54,Small
2297,ID_2507,ZnO,8.0,-26.0,CD4+T cells,No,0.8140839999999999,24.81,Uncoated,human,blood,Live/Dead,2.54,Small
2298,ID_2508,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,81.22,Uncoated,human,bone marrow,MTT,2.54,Small
2299,ID_2509,ZnO,45.3,-26.0,HCMEC,No,0.01,60.98,Uncoated,human,heart,MTT,2.54,Small
2300,ID_2510,ZnO,45.3,-26.0,HCMEC,No,1e-05,97.37,Uncoated,human,heart,MTT,2.54,Small
2301,ID_2511,ZnO,45.3,-26.0,HCMEC,No,0.005,71.47,Uncoated,human,heart,MTT,2.54,Small
2302,ID_2512,ZnO,45.3,-26.0,HCMEC,No,0.001,97.05,Uncoated,human,heart,MTT,2.54,Small
2303,ID_2513,ZnO,45.3,-26.0,HCMEC,No,0.0001,96.07,Uncoated,human,heart,MTT,2.54,Small
2304,ID_2514,ZnO,45.3,-26.0,HCMEC,No,1e-05,97.7,Uncoated,human,heart,MTT,2.54,Small
2305,ID_2515,ZnO,45.3,-26.0,HCMEC,No,0.1,33.22,Uncoated,human,heart,MTT,2.54,Small
2306,ID_2516,ZnO,45.3,-26.0,HCMEC,No,0.05,36.18,Uncoated,human,heart,MTT,2.54,Small
2307,ID_2517,ZnO,45.3,-26.0,HCMEC,No,0.02,63.82,Uncoated,human,heart,MTT,2.54,Small
2308,ID_2518,ZnO,45.3,-26.0,HCMEC,No,0.01,75.0,Uncoated,human,heart,MTT,2.54,Small
2309,ID_2519,ZnO,45.3,-26.0,HCMEC,No,0.005,91.78,Uncoated,human,heart,MTT,2.54,Small
2310,ID_2520,ZnO,40.44,-26.0,Ana-1,No,0.0025,94.0,Uncoated,mouse,bone marrow,CCK-8,2.54,Small
2311,ID_2521,ZnO,45.3,-26.0,HCMEC,No,0.001,98.36,Uncoated,human,heart,MTT,2.54,Small
2312,ID_2522,ZnO,45.3,-26.0,HCMEC,No,0.05,27.87,Uncoated,human,heart,MTT,2.54,Small
2313,ID_2523,ZnO,67.0,44.1,A549,Yes,7.650728479165159e-11,100.98,Uncoated,human,lung,WST-1,2.54,Small
2314,ID_2524,ZnO,8.0,-26.0,CD3+ T cells,No,0.203521,64.73,Uncoated,human,blood,Live/Dead,2.54,Small
2315,ID_2525,ZnO,8.0,-26.0,NK cells,No,0.0814083999999999,44.57,Uncoated,human,blood,Live/Dead,2.54,Small
2316,ID_2526,ZnO,8.0,-26.0,NK cells,No,0.0508802499999999,62.79,Uncoated,human,blood,Live/Dead,2.54,Small
2317,ID_2527,ZnO,8.0,-26.0,B cells,No,0.8140839999999999,21.32,Uncoated,human,blood,Live/Dead,2.54,Small
2318,ID_2528,ZnO,8.0,-26.0,B cells,No,0.407042,43.41,Uncoated,human,blood,Live/Dead,2.54,Small
2319,ID_2529,ZnO,8.0,-26.0,B cells,No,0.203521,67.05,Uncoated,human,blood,Live/Dead,2.54,Small
2320,ID_2530,ZnO,8.0,-26.0,B cells,No,0.0814083999999999,81.01,Uncoated,human,blood,Live/Dead,2.54,Small
2321,ID_2531,ZnO,8.0,-26.0,B cells,No,0.0508802499999999,89.15,Uncoated,human,blood,Live/Dead,2.54,Small
