Unnamed: 0,No.,Material,Diameter (nm),Zeta potential (mV),Cell_type,Cancer_cell,Concentration (g/L),Viability (%),Coat,Animal,Cell_organ,Time (h),Test,Electronegativity,dataset
2281,ID_2432,TiO2,81.8,-17.6,Caco-2,Yes,0.003,87.557,0,human,colon,48,MTT,2.80666666666667,Small
2282,ID_2433,TiO2,81.8,-17.6,Caco-2,Yes,0.01,78.733,0,human,colon,48,MTT,2.80666666666667,Small
2283,ID_2434,TiO2,15.84,-17.6,Caco-2,Yes,0.03,26.4,0,human,colon,48,MTT,2.80666666666667,Small
2284,ID_2435,TiO2,24.59,-17.6,A549,Yes,0.003,80.283,0,human,lung,48,MTT,2.80666666666667,Small
2285,ID_2436,TiO2,24.59,-17.6,A549,Yes,0.0001,91.499,0,human,lung,48,MTT,2.80666666666667,Small
2286,ID_2437,TiO2,15.84,-17.6,A549,Yes,0.1,5.51,0,human,lung,48,MTT,2.80666666666667,Small
2287,ID_2438,TiO2,42.3,-17.6,HepG2,Yes,0.2,103.17,0,human,liver,48,MTT,2.80666666666667,Small
2288,ID_2439,TiO2,21.0,-17.6,AGS,Yes,0.06,134.15,0,human,stomach,6,MTS,2.80666666666667,Small
2289,ID_2440,TiO2,15.84,-17.6,Caco-2,Yes,0.003,75.452,0,human,colon,48,MTT,2.80666666666667,Small
2290,ID_2441,TiO2,81.8,-17.6,A549,Yes,0.1,11.51,0,human,lung,48,MTT,2.80666666666667,Small
2291,ID_2442,TiO2,42.3,-17.6,Hepatocytes,No,0.1,120.38,0,catfish,liver,48,MTT,2.80666666666667,Small
2292,ID_2443,TiO2,15.84,-17.6,Caco-2,Yes,0.0001,87.557,0,human,colon,48,MTT,2.80666666666667,Small
2293,ID_2444,TiO2,50.0,-17.6,A431,Yes,0.008,74.951,0,human,skin,48,NRU,2.80666666666667,Small
2294,ID_2445,TiO2,50.0,-17.6,A431,Yes,0.0008,85.77,0,human,skin,48,NRU,2.80666666666667,Small
2295,ID_2446,TiO2,50.0,-17.6,A431,Yes,8e-06,99.883,0,human,skin,6,MTT,2.80666666666667,Small
2296,ID_2447,TiO2,50.0,-17.6,A431,Yes,8e-05,98.659,0,human,skin,6,MTT,2.80666666666667,Small
2297,ID_2448,TiO2,50.0,-17.6,A431,Yes,0.0008,96.91,0,human,skin,6,MTT,2.80666666666667,Small
2298,ID_2449,TiO2,50.0,-17.6,A431,Yes,0.008,95.335,0,human,skin,6,MTT,2.80666666666667,Small
2299,ID_2450,TiO2,50.0,-17.6,A431,Yes,0.08,93.061,0,human,skin,6,MTT,2.80666666666667,Small
2300,ID_2451,TiO2,50.0,-17.6,A431,Yes,8e-05,99.883,0,human,skin,24,MTT,2.80666666666667,Small
2301,ID_2452,TiO2,21.0,-17.6,AGS,Yes,0.06,109.54,0,human,stomach,24,MTS,2.80666666666667,Small
2302,ID_2453,TiO2,81.8,-17.6,A549,Yes,0.06,37.61,0,human,lung,48,MTT,2.80666666666667,Small
2303,ID_2454,TiO2,50.0,-17.6,A431,Yes,8e-06,97.609,0,human,skin,48,MTT,2.80666666666667,Small
2304,ID_2455,ZnO,90.0,-26.0,HepG2,Yes,0.008,95.748,0,human,liver,24,MTT,2.545,Small
2305,ID_2456,ZnO,90.0,-26.0,HepG2,Yes,0.016,79.912,0,human,liver,24,MTT,2.545,Small
2306,ID_2457,ZnO,20.0,-26.0,HepG2,Yes,0.08,24.89,0,human,liver,24,MTT,2.545,Small
2307,ID_2458,ZnO,20.0,-26.0,HepG2,Yes,0.04,40.556,0,human,liver,24,MTT,2.545,Small
2308,ID_2459,ZnO,90.0,-26.0,HepG2,Yes,0.004,99.56,0,human,liver,24,MTT,2.545,Small
2309,ID_2460,ZnO,90.0,-26.0,HepG2,Yes,0.04,48.68,0,human,liver,24,MTT,2.545,Small
2310,ID_2461,ZnO,90.0,-26.0,HepG2,Yes,0.08,29.472,0,human,liver,24,MTT,2.545,Small
2311,ID_2462,ZnO,90.0,-26.0,HepG2,Yes,0.16,23.607,0,human,liver,24,MTT,2.545,Small
2312,ID_2463,ZnO,40.44,-26.0,Ana-1,No,0.02,67.167,0,mouse,bone marrow,24,CCK-8,2.545,Small
2313,ID_2464,ZnO,20.0,-26.0,HepG2,Yes,0.016,68.96,0,human,liver,24,MTT,2.545,Small
2314,ID_2465,ZnO,20.0,-26.0,HepG2,Yes,0.16,21.669,0,human,liver,24,MTT,2.545,Small
2315,ID_2466,ZnO,18.76,-26.0,Ana-1,No,0.02,67.73,0,mouse,bone marrow,24,CCK-8,2.545,Small
2316,ID_2467,ZnO,60.21,-26.0,Ana-1,No,0.0025,96.811,0,mouse,bone marrow,24,CCK-8,2.545,Small
2317,ID_2468,ZnO,173.48,-26.0,Ana-1,No,0.1,35.084,0,mouse,bone marrow,24,CCK-8,2.545,Small
2318,ID_2470,ZnO,173.48,-26.0,Ana-1,No,0.04,48.593,0,mouse,bone marrow,24,CCK-8,2.545,Small
2319,ID_2471,ZnO,18.76,-26.0,Ana-1,No,0.01,79.362,0,mouse,bone marrow,24,CCK-8,2.545,Small
2320,ID_2472,ZnO,18.76,-26.0,Ana-1,No,0.005,83.677,0,mouse,bone marrow,24,CCK-8,2.545,Small
2321,ID_2473,ZnO,18.76,-26.0,Ana-1,No,0.0025,90.807,0,mouse,bone marrow,24,CCK-8,2.545,Small
2322,ID_2474,ZnO,40.44,-26.0,Ana-1,No,0.1,34.522,0,mouse,bone marrow,24,CCK-8,2.545,Small
2323,ID_2475,ZnO,40.44,-26.0,Ana-1,No,0.08,33.021,0,mouse,bone marrow,24,CCK-8,2.545,Small
2324,ID_2476,ZnO,40.44,-26.0,Ana-1,No,0.04,40.901,0,mouse,bone marrow,24,CCK-8,2.545,Small
2325,ID_2477,ZnO,20.0,-26.0,HepG2,Yes,0.004,98.097,0,human,liver,24,MTT,2.545,Small
2326,ID_2478,ZnO,200.0,-26.0,HepG2,Yes,0.08,60.234,0,human,liver,24,MTT,2.545,Small
2327,ID_2479,ZnO,90.0,-26.0,Caco-2,Yes,0.025,25.73,0,human,colon,24,CCK-8,2.545,Small
2328,ID_2480,ZnO,75.0,-26.0,Lymphocyte,No,0.125,95.027,0,human,blood,3,MTT,2.545,Small
2329,ID_2481,ZnO,94.5,-26.0,THP-1,Yes,0.04,36.957,0,human,blood,24,MTT,2.545,Small
2330,ID_2482,ZnO,40.44,-26.0,Ana-1,No,0.01,85.741,0,mouse,bone marrow,24,CCK-8,2.545,Small
2331,ID_2483,ZnO,94.5,-26.0,L-132,Yes,0.05,29.487,0,human,lung,24,MTT,2.545,Small
2332,ID_2484,ZnO,94.5,-26.0,L-132,Yes,0.005,94.712,0,human,lung,24,MTT,2.545,Small
2333,ID_2485,ZnO,20.0,-26.0,HFL1,No,1.5,28.492,0,human,lung,48,MTT,2.545,Small
2334,ID_2486,ZnO,20.0,-26.0,HFL1,No,1.0,31.471,0,human,lung,48,MTT,2.545,Small
2335,ID_2487,ZnO,20.0,-26.0,HFL1,No,0.75,39.665,0,human,lung,48,MTT,2.545,Small
2336,ID_2488,ZnO,20.0,-26.0,HFL1,No,0.5,43.948,0,human,lung,48,MTT,2.545,Small
2337,ID_2489,ZnO,20.0,-26.0,HFL1,No,0.25,59.777,0,human,lung,48,MTT,2.545,Small
2338,ID_2490,ZnO,94.5,-26.0,L-132,Yes,0.025,73.558,0,human,lung,24,MTT,2.545,Small
2339,ID_2491,ZnO,45.3,-26.0,HCMEC,No,0.1,21.639,0,human,heart,24,MTT,2.545,Small
2340,ID_2492,ZnO,20.0,-26.0,HepG2,Yes,0.008,87.408,0,human,liver,24,MTT,2.545,Small
2341,ID_2493,ZnO,94.5,-26.0,THP-1,Yes,0.1,21.07,0,human,blood,24,MTT,2.545,Small
2342,ID_2494,ZnO,45.3,-26.0,HCMEC,No,1e-06,92.131,0,human,heart,24,MTT,2.545,Small
2343,ID_2495,ZnO,60.21,-26.0,Ana-1,No,0.04,40.525,0,mouse,bone marrow,24,CCK-8,2.545,Small
2344,ID_2496,ZnO,75.0,-26.0,Lymphocyte,No,0.25,106.05,0,human,blood,3,MTT,2.545,Small
2345,ID_2497,ZnO,75.0,-26.0,Lymphocyte,No,0.5,74.757,0,human,blood,3,MTT,2.545,Small
2346,ID_2498,ZnO,75.0,-26.0,Lymphocyte,No,0.125,91.304,0,human,blood,3,Live/Dead,2.545,Small
2347,ID_2499,ZnO,75.0,-26.0,Lymphocyte,No,0.25,90.261,0,human,blood,3,Live/Dead,2.545,Small
2348,ID_2500,ZnO,75.0,-26.0,Lymphocyte,No,0.5,78.957,0,human,blood,3,Live/Dead,2.545,Small
2349,ID_2501,ZnO,75.0,-26.0,Lymphocyte,No,1.0,65.565,0,human,blood,3,Live/Dead,2.545,Small
2350,ID_2502,ZnO,60.21,-26.0,Ana-1,No,0.02,68.48,0,mouse,bone marrow,24,CCK-8,2.545,Small
2351,ID_2503,ZnO,60.21,-26.0,Ana-1,No,0.01,81.614,0,mouse,bone marrow,24,CCK-8,2.545,Small
2352,ID_2504,ZnO,60.21,-26.0,Ana-1,No,0.005,92.495,0,mouse,bone marrow,24,CCK-8,2.545,Small
2353,ID_2505,ZnO,45.3,-26.0,HCMEC,No,0.02,42.623,0,human,heart,24,MTT,2.545,Small
2354,ID_2506,ZnO,45.3,-26.0,HCMEC,No,1e-06,95.724,0,human,heart,12,MTT,2.545,Small
2355,ID_2507,ZnO,8.0,-26.0,CD4+T cells,No,0.814084,24.806202,0,human,blood,24,Live/Dead,2.545,Small
2356,ID_2508,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,81.225,0,human,bone marrow,6,MTT,2.545,Small
2357,ID_2509,ZnO,45.3,-26.0,HCMEC,No,0.01,60.984,0,human,heart,24,MTT,2.545,Small
2358,ID_2510,ZnO,45.3,-26.0,HCMEC,No,1e-05,97.368,0,human,heart,12,MTT,2.545,Small
2359,ID_2511,ZnO,45.3,-26.0,HCMEC,No,0.005,71.475,0,human,heart,24,MTT,2.545,Small
2360,ID_2512,ZnO,45.3,-26.0,HCMEC,No,0.001,97.049,0,human,heart,24,MTT,2.545,Small
2361,ID_2513,ZnO,45.3,-26.0,HCMEC,No,0.0001,96.066,0,human,heart,24,MTT,2.545,Small
2362,ID_2514,ZnO,45.3,-26.0,HCMEC,No,1e-05,97.705,0,human,heart,24,MTT,2.545,Small
2363,ID_2515,ZnO,45.3,-26.0,HCMEC,No,0.1,33.224,0,human,heart,12,MTT,2.545,Small
2364,ID_2516,ZnO,45.3,-26.0,HCMEC,No,0.05,36.184,0,human,heart,12,MTT,2.545,Small
2365,ID_2517,ZnO,45.3,-26.0,HCMEC,No,0.02,63.816,0,human,heart,12,MTT,2.545,Small
2366,ID_2518,ZnO,45.3,-26.0,HCMEC,No,0.01,75.0,0,human,heart,12,MTT,2.545,Small
2367,ID_2519,ZnO,45.3,-26.0,HCMEC,No,0.005,91.776,0,human,heart,12,MTT,2.545,Small
2368,ID_2520,ZnO,40.44,-26.0,Ana-1,No,0.0025,93.996,0,mouse,bone marrow,24,CCK-8,2.545,Small
2369,ID_2521,ZnO,45.3,-26.0,HCMEC,No,0.001,98.355,0,human,heart,12,MTT,2.545,Small
2370,ID_2522,ZnO,45.3,-26.0,HCMEC,No,0.05,27.869,0,human,heart,24,MTT,2.545,Small
2371,ID_2523,ZnO,67.0,44.1,A549,Yes,7.650728479165159e-11,100.97847,0,human,lung,48,"-1,00 WST",2.545,Small
2372,ID_2524,ZnO,8.0,-26.0,CD3+ T cells,No,0.203521,64.72868,0,human,blood,24,Live/Dead,2.545,Small
2373,ID_2525,ZnO,8.0,-26.0,NK cells,No,0.0814083999999999,44.573643,0,human,blood,24,Live/Dead,2.545,Small
2374,ID_2526,ZnO,8.0,-26.0,NK cells,No,0.0508802499999999,62.7907,0,human,blood,24,Live/Dead,2.545,Small
2375,ID_2527,ZnO,8.0,-26.0,B cells,No,0.814084,21.31783,0,human,blood,24,Live/Dead,2.545,Small
2376,ID_2528,ZnO,8.0,-26.0,B cells,No,0.407042,43.410854,0,human,blood,24,Live/Dead,2.545,Small
2377,ID_2529,ZnO,8.0,-26.0,B cells,No,0.203521,67.05426,0,human,blood,24,Live/Dead,2.545,Small
2378,ID_2530,ZnO,8.0,-26.0,B cells,No,0.0814083999999999,81.00775,0,human,blood,24,Live/Dead,2.545,Small
2379,ID_2531,ZnO,8.0,-26.0,B cells,No,0.0508802499999999,89.147285,0,human,blood,24,Live/Dead,2.545,Small
2380,ID_2532,ZnO,94.5,-26.0,L-132,Yes,0.1,21.314,0,human,lung,24,MTT,2.545,Small
2381,ID_2533,ZnO,45.3,-26.0,HCMEC,No,0.0001,100.33,0,human,heart,12,MTT,2.545,Small
2382,ID_2534,ZnO,60.21,-26.0,Ana-1,No,0.1,36.21,0,mouse,bone marrow,24,CCK-8,2.545,Small
2383,ID_2535,ZnO,60.21,-26.0,Ana-1,No,0.08,38.837,0,mouse,bone marrow,24,CCK-8,2.545,Small
2384,ID_2536,ZnO,200.0,-26.0,HepG2,Yes,0.16,57.018,0,human,liver,24,MTT,2.545,Small
2385,ID_2537,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,86.759,0,human,bone marrow,6,MTT,2.545,Small
2386,ID_2538,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,95.85,0,human,bone marrow,6,MTT,2.545,Small
2387,ID_2539,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,48.419,0,human,bone marrow,3,MTT,2.545,Small
2388,ID_2540,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,61.66,0,human,bone marrow,3,MTT,2.545,Small
2389,ID_2541,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,64.822,0,human,bone marrow,3,MTT,2.545,Small
2390,ID_2542,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,71.146,0,human,bone marrow,3,MTT,2.545,Small
2391,ID_2543,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,76.877,0,human,bone marrow,3,MTT,2.545,Small
2392,ID_2544,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,89.526,0,human,bone marrow,3,MTT,2.545,Small
2393,ID_2545,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,90.711,0,human,bone marrow,3,MTT,2.545,Small
2394,ID_2546,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,97.431,0,human,bone marrow,3,MTT,2.545,Small
2395,ID_2547,ZnO,90.0,-26.0,Caco-2,Yes,0.2,14.34,0,human,colon,24,CCK-8,2.545,Small
2396,ID_2548,ZnO,90.0,-26.0,Caco-2,Yes,0.1,17.87,0,human,colon,24,CCK-8,2.545,Small
2397,ID_2549,ZnO,90.0,-26.0,Caco-2,Yes,0.05,18.21,0,human,colon,24,CCK-8,2.545,Small
2398,ID_2550,ZnO,18.76,-26.0,Ana-1,No,0.04,36.023,0,mouse,bone marrow,24,CCK-8,2.545,Small
2399,ID_2551,ZnO,18.76,-26.0,Ana-1,No,0.08,29.268,0,mouse,bone marrow,24,CCK-8,2.545,Small
2400,ID_2552,ZnO,18.76,-26.0,Ana-1,No,0.1,24.578,0,mouse,bone marrow,24,CCK-8,2.545,Small
2401,ID_2553,ZnO,40.44,-26.0,Ana-1,No,0.005,90.619,0,mouse,bone marrow,24,CCK-8,2.545,Small
2402,ID_2554,ZnO,173.48,-26.0,Ana-1,No,0.02,62.477,0,mouse,bone marrow,24,CCK-8,2.545,Small
2403,ID_2555,ZnO,173.48,-26.0,Ana-1,No,0.01,88.743,0,mouse,bone marrow,24,CCK-8,2.545,Small
2404,ID_2556,ZnO,173.48,-26.0,Ana-1,No,0.005,94.934,0,mouse,bone marrow,24,CCK-8,2.545,Small
2405,ID_2557,ZnO,200.0,-26.0,HepG2,Yes,0.004,99.854,0,human,liver,24,MTT,2.545,Small
2406,ID_2558,ZnO,200.0,-26.0,HepG2,Yes,0.008,92.982,0,human,liver,24,MTT,2.545,Small
2407,ID_2559,ZnO,200.0,-26.0,HepG2,Yes,0.016,80.994,0,human,liver,24,MTT,2.545,Small
2408,ID_2560,ZnO,200.0,-26.0,HepG2,Yes,0.04,63.596,0,human,liver,24,MTT,2.545,Small
2409,ID_2561,ZnO,173.48,-26.0,Ana-1,No,0.0025,96.998,0,mouse,bone marrow,24,CCK-8,2.545,Small
2410,ID_2562,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,56.769,0,human,bone marrow,3,NRU,2.545,Small
2411,ID_2563,ZnO,94.5,-26.0,THP-1,Yes,0.01,57.358,0,human,blood,24,MTT,2.545,Small
2412,ID_2564,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,9.6838,0,human,bone marrow,24,MTT,2.545,Small
2413,ID_2565,ZnO,94.5,-26.0,THP-1,Yes,0.08,24.582,0,human,blood,24,MTT,2.545,Small
2414,ID_2566,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,77.273,0,human,bone marrow,48,MTT,2.545,Small
2415,ID_2567,ZnO,71.0,-26.0,HepG2,Yes,0.1,11.587,0,human,liver,48,MTT,2.545,Small
2416,ID_2568,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,72.134,0,human,bone marrow,48,MTT,2.545,Small
2417,ID_2569,ZnO,141.0,-26.0,SIRC,No,0.05,66.615,0,rabbit,cornea,6,MTT,2.545,Small
2418,ID_2570,ZnO,141.0,-26.0,SIRC,No,0.1,61.622,0,rabbit,cornea,6,MTT,2.545,Small
2419,ID_2571,ZnO,141.0,-26.0,SIRC,No,0.001,96.1,0,rabbit,cornea,9,MTT,2.545,Small
2420,ID_2572,ZnO,141.0,-26.0,SIRC,No,0.01,88.456,0,rabbit,cornea,9,MTT,2.545,Small
2421,ID_2573,ZnO,141.0,-26.0,SIRC,No,0.0125,80.655,0,rabbit,cornea,9,MTT,2.545,Small
2422,ID_2574,ZnO,52.0,-26.0,A549,Yes,0.1,26.91,0,human,lung,48,MTT,2.545,Small
2423,ID_2575,ZnO,141.0,-26.0,SIRC,No,0.025,70.671,0,rabbit,cornea,9,MTT,2.545,Small
2424,ID_2576,ZnO,141.0,-26.0,SIRC,No,0.1,39.938,0,rabbit,cornea,9,MTT,2.545,Small
2425,ID_2577,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,9.2885,0,human,bone marrow,24,MTT,2.545,Small
2426,ID_2578,ZnO,141.0,-26.0,SIRC,No,0.001,91.888,0,rabbit,cornea,12,MTT,2.545,Small
2427,ID_2579,ZnO,141.0,-26.0,SIRC,No,0.025,42.122,0,rabbit,cornea,12,MTT,2.545,Small
2428,ID_2580,ZnO,141.0,-26.0,SIRC,No,0.05,27.613,0,rabbit,cornea,12,MTT,2.545,Small
2429,ID_2581,ZnO,141.0,-26.0,SIRC,No,0.05,49.922,0,rabbit,cornea,9,MTT,2.545,Small
2430,ID_2582,ZnO,141.0,-26.0,SIRC,No,0.0125,87.207,0,rabbit,cornea,6,MTT,2.545,Small
2431,ID_2583,ZnO,52.0,-26.0,A549,Yes,0.05,37.874,0,human,lung,48,MTT,2.545,Small
2432,ID_2584,ZnO,52.0,-26.0,A549,Yes,0.01,60.908,0,human,lung,48,MTT,2.545,Small
2433,ID_2586,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,65.066,0,human,bone marrow,3,NRU,2.545,Small
2434,ID_2587,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,86.463,0,human,bone marrow,3,NRU,2.545,Small
2435,ID_2588,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,92.358,0,human,bone marrow,3,NRU,2.545,Small
2436,ID_2589,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,101.97,0,human,bone marrow,3,NRU,2.545,Small
2437,ID_2590,ZnO,141.0,-26.0,SIRC,No,0.0125,61.154,0,rabbit,cornea,12,MTT,2.545,Small
2438,ID_2591,ZnO,71.0,-26.0,HepG2,Yes,0.025,67.143,0,human,liver,48,MTT,2.545,Small
2439,ID_2592,ZnO,71.0,-26.0,HepG2,Yes,0.01,88.254,0,human,liver,48,MTT,2.545,Small
2440,ID_2593,ZnO,50.0,-26.0,Macrophages,No,0.01,15.152,0,mouse,peritoneal cavity,24,MTT,2.545,Small
2441,ID_2594,ZnO,8.0,-26.0,CD4+T cells,No,0.203521,64.34109,0,human,blood,24,Live/Dead,2.545,Small
2442,ID_2595,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,11.858,0,human,bone marrow,24,MTT,2.545,Small
2443,ID_2596,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,14.625,0,human,bone marrow,24,MTT,2.545,Small
2444,ID_2597,ZnO,52.0,-26.0,A549,Yes,0.005,93.245,0,human,lung,48,MTT,2.545,Small
2445,ID_2598,ZnO,52.0,-26.0,A549,Yes,0.1,39.092,0,human,lung,24,MTT,2.545,Small
2446,ID_2599,ZnO,52.0,-26.0,A549,Yes,0.05,49.169,0,human,lung,24,MTT,2.545,Small
2447,ID_2600,ZnO,52.0,-26.0,A549,Yes,0.025,60.133,0,human,lung,24,MTT,2.545,Small
2448,ID_2601,ZnO,52.0,-26.0,A549,Yes,0.01,73.09,0,human,lung,24,MTT,2.545,Small
2449,ID_2602,ZnO,52.0,-26.0,A549,Yes,0.005,95.017,0,human,lung,24,MTT,2.545,Small
2450,ID_2603,ZnO,52.0,-26.0,A549,Yes,0.025,47.841,0,human,lung,48,MTT,2.545,Small
2451,ID_2604,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,72.53,0,human,bone marrow,6,MTT,2.545,Small
2452,ID_2605,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.035,61.067,0,human,bone marrow,6,MTT,2.545,Small
2453,ID_2606,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,57.115,0,human,bone marrow,6,MTT,2.545,Small
2454,ID_2607,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,30.435,0,human,bone marrow,6,MTT,2.545,Small
2455,ID_2608,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.01,79.249,0,human,bone marrow,24,MTT,2.545,Small
2456,ID_2609,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,80.237,0,human,bone marrow,24,MTT,2.545,Small
2457,ID_2610,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,72.134,0,human,bone marrow,24,MTT,2.545,Small
2458,ID_2611,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,68.577,0,human,bone marrow,6,MTT,2.545,Small
2459,ID_2612,ZnO,141.0,-26.0,SIRC,No,0.01,92.356,0,rabbit,cornea,6,MTT,2.545,Small
2460,ID_2613,ZnO,141.0,-26.0,SIRC,No,0.01,84.867,0,rabbit,cornea,12,MTT,2.545,Small
2461,ID_2614,ZnO,141.0,-26.0,SIRC,No,0.1,72.075,0,rabbit,cornea,3,MTT,2.545,Small
2462,ID_2615,ZnO,50.0,-26.0,Macrophages,No,0.001,91.342,0,mouse,peritoneal cavity,24,MTT,2.545,Small
2463,ID_2616,ZnO,50.0,-26.0,Macrophages,No,0.0025,61.905,0,mouse,peritoneal cavity,24,MTT,2.545,Small
2464,ID_2617,ZnO,50.0,-26.0,Macrophages,No,0.005,31.818,0,mouse,peritoneal cavity,24,MTT,2.545,Small
2465,ID_2618,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,7.9051,0,human,bone marrow,48,MTT,2.545,Small
2466,ID_2619,ZnO,94.5,-26.0,THP-1,Yes,0.02,45.652,0,human,blood,24,MTT,2.545,Small
2467,ID_2621,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,10.079,0,human,bone marrow,48,MTT,2.545,Small
2468,ID_2622,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,70.742,0,human,bone marrow,24,NRU,2.545,Small
2469,ID_2623,ZnO,141.0,-26.0,SIRC,No,0.001,93.57,0,rabbit,cornea,24,MTT,2.545,Small
2470,ID_2624,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,105.9,0,human,bone marrow,6,NRU,2.545,Small
2471,ID_2625,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,60.262,0,human,bone marrow,6,NRU,2.545,Small
2472,ID_2626,ZnO,71.0,-26.0,Hepatocytes,No,0.05,85.333,0,catfish,liver,48,MTT,2.545,Small
2473,ID_2627,ZnO,141.0,-26.0,SIRC,No,0.1,5.9222,0,rabbit,cornea,24,MTT,2.545,Small
2474,ID_2628,ZnO,141.0,-26.0,SIRC,No,0.001,96.568,0,rabbit,cornea,6,MTT,2.545,Small
2475,ID_2629,ZnO,71.0,-26.0,Hepatocytes,No,0.2,55.81,0,catfish,liver,48,MTT,2.545,Small
2476,ID_2630,ZnO,30.0,-26.0,A549,Yes,0.001,96.943,0,human,lung,24,CCK-8,2.545,Small
2477,ID_2631,ZnO,30.0,-26.0,A549,Yes,0.0025,98.69,0,human,lung,24,CCK-8,2.545,Small
2478,ID_2632,ZnO,30.0,-26.0,A549,Yes,0.005,101.16,0,human,lung,24,CCK-8,2.545,Small
2479,ID_2633,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,63.755,0,human,bone marrow,48,NRU,2.545,Small
2480,ID_2634,ZnO,30.0,-26.0,A549,Yes,0.01,89.52,0,human,lung,24,CCK-8,2.545,Small
2481,ID_2635,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,55.677,0,human,bone marrow,48,NRU,2.545,Small
2482,ID_2636,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,50.437,0,human,bone marrow,3,NRU,2.545,Small
2483,ID_2637,ZnO,30.0,-26.0,A549,Yes,0.05,59.971,0,human,lung,24,CCK-8,2.545,Small
2484,ID_2638,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.04,64.192,0,human,bone marrow,48,NRU,2.545,Small
2485,ID_2639,ZnO,71.0,-26.0,Hepatocytes,No,0.1,79.429,0,catfish,liver,48,MTT,2.545,Small
2486,ID_2640,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.03,60.262,0,human,bone marrow,48,NRU,2.545,Small
2487,ID_2641,ZnO,141.0,-26.0,SIRC,No,0.025,15.736,0,rabbit,cornea,24,MTT,2.545,Small
2488,ID_2642,ZnO,141.0,-26.0,SIRC,No,0.05,9.6447,0,rabbit,cornea,24,MTT,2.545,Small
2489,ID_2643,ZnO,141.0,-26.0,SIRC,No,0.025,83.151,0,rabbit,cornea,6,MTT,2.545,Small
2490,ID_2644,ZnO,141.0,-26.0,SIRC,No,0.1,22.153,0,rabbit,cornea,12,MTT,2.545,Small
2491,ID_2645,ZnO,90.0,-26.0,Caco-2,Yes,0.01,27.99,0,human,colon,24,CCK-8,2.545,Small
2492,ID_2646,ZnO,30.0,-26.0,A549,Yes,0.025,63.901,0,human,lung,24,CCK-8,2.545,Small
2493,ID_2647,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,82.314,0,human,bone marrow,48,NRU,2.545,Small
2494,ID_2648,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.015,100.44,0,human,bone marrow,48,NRU,2.545,Small
2495,ID_2649,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.08,49.345,0,human,bone marrow,24,NRU,2.545,Small
2496,ID_2650,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.02,56.719,0,human,bone marrow,48,MTT,2.545,Small
2497,ID_2651,ZnO,71.0,-26.0,HepG2,Yes,0.05,10.0,0,human,liver,48,MTT,2.545,Small
2498,ID_2652,ZnO,71.0,-26.0,Hepatocytes,No,0.025,90.095,0,catfish,liver,48,MTT,2.545,Small
2499,ID_2653,ZnO,100.0,-26.0,SH-SY5Y,Yes,0.025,76.856,0,human,bone marrow,6,NRU,2.545,Small
